Country or Area,Year,Value
Germany,2013,831453.8381
Germany,2012,813984.6545
Germany,2011,809216.9191
Germany,2010,832949.1078
Germany,2009,790294.7189
Germany,2008,854927.1455
Germany,2007,851624.3287
Germany,2006,878320.4303
Germany,2005,866697.2242
Germany,2004,887089.1273
Germany,2003,901151.9027
Germany,2002,899971.3988
Germany,2001,916648.5221
Germany,2000,899852.0564
Germany,1999,895874.3337
Germany,1998,923356.6911
Germany,1997,931324.2008
Germany,1996,959151.3081
Germany,1995,938968.4082
Germany,1994,939814.6294
Germany,1993,956132.1157
Germany,1992,965893.2618
Germany,1991,1014224.521
Germany,1990,1052476.835
Greece,2019,65735.92319
Greece,2018,71807.54677
Greece,2017,74855.08147
Greece,2016,71372.74391
Greece,2015,74961.08579
Greece,2014,78662.10802
Greece,2013,81736.1286
Greece,2012,91430.54841
Greece,2011,94549.5662
Greece,2010,97361.42662
Greece,2009,104354.7529
Greece,2008,111125.2416
Greece,2007,114592.3352
Greece,2006,112472.4375
Greece,2005,113930.9669
Greece,2004,109546.7492
Greece,2003,109089.7538
Greece,2002,105020.9566
Greece,2001,105385.7004
Greece,2000,102999.0259
Greece,1999,97958.37849
Greece,1998,98641.49937
Greece,1997,93820.93238
Greece,1996,89132.00774
Greece,1995,86979.09769
Greece,1994,86442.17683
Greece,1993,84296.3663
Greece,1992,84982.71063
Greece,1991,83401.12067
Greece,1990,83425.55179
Hungary,2019,49079.71249
Hungary,2018,49407.95302
Hungary,2017,49452.25774
Hungary,2016,47072.00642
Hungary,2015,46614.81967
Hungary,2014,43678.12257
Hungary,2013,43590.21393
Hungary,2012,46757.50539
Hungary,2011,50191.34193
Hungary,2010,52068.80418
Hungary,2009,51470.65628
Hungary,2008,57248.08074
Hungary,2007,58553.64117
Hungary,2006,59641.57445
Hungary,2005,60277.82174
Hungary,2004,60132.08504
Hungary,2003,61756.13889
Hungary,2002,59004.66819
Hungary,2001,59968.17221
Hungary,2000,58365.11048
Hungary,1999,61663.70428
Hungary,1998,61163.62845
Hungary,1997,61623.52158
Hungary,1996,63024.74473
Hungary,1995,61391.27663
Hungary,1994,61786.51835
Hungary,1993,63389.23767
Hungary,1992,62084.79828
Hungary,1991,69656.21437
Hungary,1990,73225.49972
Iceland,2019,3550.747337
Iceland,2018,3663.377432
Iceland,2017,3604.885991
Iceland,2016,3487.422711
Iceland,2015,3536.219921
Iceland,2014,3459.260182
Iceland,2013,3482.726188
Iceland,2012,3496.828767
Iceland,2011,3501.313729
Iceland,2010,3624.646675
Iceland,2009,3727.679228
Iceland,2008,3811.448732
Iceland,2007,3496.090196
Iceland,2006,3152.913758
Iceland,2005,2976.355828
Iceland,2004,3109.114344
Iceland,2003,2984.897829
Iceland,2002,2991.282773
Iceland,2001,2863.425926
Iceland,2000,2932.131455
Iceland,1999,2840.386692
Iceland,1998,2637.554094
Iceland,1997,2618.530663
Iceland,1996,2522.576026
Iceland,1995,2467.100197
Iceland,1994,2364.689977
Iceland,1993,2411.257886
Iceland,1992,2254.962954
Iceland,1991,2106.051103
Iceland,1990,2228.424625
Ireland,2019,37275.31857
Ireland,2018,39195.15483
Ireland,2017,39133.42111
Ireland,2016,40155.7991
Ireland,2015,38687.77221
Ireland,2014,36909.01202
Ireland,2013,37291.76322
Ireland,2012,38241.9749
Ireland,2011,38097.29862
Ireland,2010,41793.91455
Ireland,2009,42180.31912
Ireland,2008,47366.67368
Ireland,2007,47663.7266
Ireland,2006,47603.97883
Ireland,2005,48155.79702
Ireland,2004,46165.84112
Ireland,2003,45683.18485
Ireland,2002,46080.8004
Ireland,2001,47606.82738
Ireland,2000,45248.50862
Ireland,1999,42439.51832
Ireland,1998,40708.28835
Ireland,1997,38804.279
Ireland,1996,37468.51271
Ireland,1995,35852.20266
Ireland,1994,34837.65423
Ireland,1993,33715.57149
Ireland,1992,33494.49839
Ireland,1991,33673.4944
Ireland,1990,32943.60364
Italy,2019,339772.1708
Italy,2018,349020.446
Italy,2017,352849.9123
Italy,2016,358060.7434
Italy,2015,361302.4822
Italy,2014,349581.7549
Italy,2013,369834.3365
Italy,2012,403447.2139
Italy,2011,424277.527
Italy,2010,436153.6829
Italy,2009,424738.9337
Italy,2008,478902.8025
Italy,2007,490602.5572
Italy,2006,496891.8766
Italy,2005,502259.5372
Italy,2004,501567.832
Italy,2003,495964.7646
Italy,2002,478005.0958
Italy,2001,470575.948
Italy,2000,470493.152
Italy,1999,466424.8257
Italy,1998,461945.8829
Italy,1997,449754.0829
Italy,1996,444029.2796
Italy,1995,449826.0115
Italy,1994,425796.7497
Italy,1993,431604.7269
Italy,1992,439315.218
Italy,1991,439094.0307
Italy,1990,439549.7747
Japan,2019,1105881.136
Japan,2018,1143457.876
Japan,2017,1188122.842
Japan,2016,1203717.88
Japan,2015,1223396.445
Japan,2014,1263728.759
Japan,2013,1315342.658
Japan,2012,1306009.842
Japan,2011,1264866.099
Japan,2010,1214816.233
Japan,2009,1163212.931
Japan,2008,1232313.73
Japan,2007,1303134.177
Japan,2006,1267361.874
Japan,2005,1290371.061
Japan,2004,1282861.601
Japan,2003,1287467.746
Japan,2002,1279120.141
Japan,2001,1249766.267
Japan,2000,1264374.642
Japan,1999,1241611.492
Japan,1998,1204993.482
Japan,1997,1244781.173
Japan,1996,1251530.853
Japan,1995,1239619.832
Japan,1994,1227273.012
Japan,1993,1172339.471
Japan,1992,1179396.064
Japan,1991,1169691.855
Japan,1990,1158007.407
Latvia,2019,7648.183716
Latvia,2018,7859.361679
Latvia,2017,7214.944605
Latvia,2016,7210.3249
Latvia,2015,7262.10279
Latvia,2014,7171.94092
Latvia,2013,7368.417114
Latvia,2012,7519.388091
Latvia,2011,7810.748807
Latvia,2010,8554.204715
Latvia,2009,7456.118358
Latvia,2008,8197.983953
Latvia,2007,8637.220267
Latvia,2006,8309.95127
Latvia,2005,7810.571725
Latvia,2004,7730.968752
Latvia,2003,7725.891189
Latvia,2002,7520.240203
Latvia,2001,7496.319515
Latvia,2000,7081.458443
Latvia,1999,7717.697594
Latvia,1998,8305.866325
Latvia,1997,8679.757235
Latvia,1996,9211.477508
Latvia,1995,9133.772401
Latvia,1994,10370.00924
Latvia,1993,11921.50631
Latvia,1992,14193.38468
Latvia,1991,17919.40421
Latvia,1990,19661.41888
Liechtenstein,2019,148.4003057
Liechtenstein,2018,142.3070679
Liechtenstein,2017,155.2792111
Liechtenstein,2016,149.5466967
Liechtenstein,2015,159.6208157
Liechtenstein,2014,161.1763938
Liechtenstein,2013,192.4953439
Liechtenstein,2012,185.2709792
Liechtenstein,2011,176.7369949
Liechtenstein,2010,190.7823455
Liechtenstein,2009,205.3309903
Liechtenstein,2008,219.4744196
Liechtenstein,2007,200.7379486
Liechtenstein,2006,231.0749081
Liechtenstein,2005,228.9528216
Liechtenstein,2004,229.3716415
Liechtenstein,2003,229.3396377
Liechtenstein,2002,220.0076168
Liechtenstein,2001,214.6600033
Liechtenstein,2000,216.849184
Liechtenstein,1999,226.5553505
Liechtenstein,1998,229.2275281
Liechtenstein,1997,218.366269
Liechtenstein,1996,205.9587968
Liechtenstein,1995,204.1999761
Liechtenstein,1994,201.1094499
Liechtenstein,1993,215.032328
Liechtenstein,1992,206.9480717
Liechtenstein,1991,206.3264705
Liechtenstein,1990,198.9679256
Lithuania,2019,13923.09504
Lithuania,2018,13696.22752
Lithuania,2017,13571.83214
Lithuania,2016,13351.10154
Lithuania,2015,13319.49015
Lithuania,2014,13106.69107
Lithuania,2013,13354.84426
Lithuania,2012,14345.29783
Lithuania,2011,14292.8049
Lithuania,2010,13945.08948
Lithuania,2009,13042.29816
Lithuania,2008,15202.50056
Lithuania,2007,15824.05274
Lithuania,2006,14434.07897
Lithuania,2005,14117.4119
Lithuania,2004,13287.30474
Lithuania,2003,12692.59865
Lithuania,2002,12699.15897
Lithuania,2001,12627.07276
Lithuania,2000,11876.40043
Lithuania,1999,13482.97481
Lithuania,1998,16030.57813
Lithuania,1997,15196.3491
Lithuania,1996,15773.44401
Lithuania,1995,15091.554
Lithuania,1994,15801.14386
Lithuania,1993,16353.74593
Lithuania,1992,21201.45704
Lithuania,1991,37849.99689
Lithuania,1990,35767.73396
Luxembourg,2019,9752.159949
Luxembourg,2018,9568.440064
Luxembourg,2017,9261.343969
Luxembourg,2016,9092.741395
Luxembourg,2015,9347.98897
Luxembourg,2014,9836.044889
Luxembourg,2013,10320.57078
Luxembourg,2012,10866.20076
Luxembourg,2011,11102.38282
Luxembourg,2010,11207.25048
Luxembourg,2009,10638.33827
Luxembourg,2008,11183.68767
Luxembourg,2007,11316.96476
Luxembourg,2006,11919.75436
Luxembourg,2005,12087.02247
Luxembourg,2004,11828.90952
Luxembourg,2003,10458.9164
Luxembourg,2002,9983.580886
Luxembourg,2001,9207.448541
Luxembourg,2000,8709.917344
Luxembourg,1999,8127.845152
Luxembourg,1998,7675.930486
Luxembourg,1997,8553.962031
Luxembourg,1996,9201.607664
Luxembourg,1995,9151.713938
Luxembourg,1994,11542.45845
Luxembourg,1993,12354.74307
Luxembourg,1992,12209.70442
Luxembourg,1991,12443.13854
Luxembourg,1990,11823.33784
Malta,2019,1669.145297
Malta,2018,1538.318133
Malta,2017,1559.426902
Malta,2016,1405.394653
Malta,2015,1740.985848
Malta,2014,2448.395424
Malta,2013,2444.296643
Malta,2012,2760.504076
Malta,2011,2576.83603
Malta,2010,2579.521871
Malta,2009,2532.568424
Malta,2008,2747.13216
Malta,2007,2738.399164
Malta,2006,2665.944469
Malta,2005,2654.255771
Malta,2004,2846.41053
Malta,2003,2979.280956
Malta,2002,2707.480914
Malta,2001,2665.171448
Malta,2000,2545.521719
Malta,1999,2627.594174
Malta,1998,2545.134087
Malta,1997,2586.187667
Malta,1996,2578.446386
Malta,1995,2460.268911
Malta,1994,2669.722353
Malta,1993,2891.125508
Malta,1992,2314.902342
Malta,1991,2255.3887
Malta,1990,2408.463325
Monaco,2019,71.34192026
Monaco,2018,74.72433876
Monaco,2017,73.01428714
Monaco,2016,74.6284352
Monaco,2015,76.11936474
Monaco,2014,73.85729148
Monaco,2013,78.78692289
Monaco,2012,78.01948318
Monaco,2011,74.97198681
Monaco,2010,77.739843
Monaco,2009,79.203921
Monaco,2008,82.3268426
Monaco,2007,82.7381075
Monaco,2006,83.98199278
Monaco,2005,89.81352273
Monaco,2004,91.84224736
Monaco,2003,97.01780172
Monaco,2002,99.70722486
Monaco,2001,99.97671451
Monaco,2000,100.2871277
Monaco,1999,102.7493426
Monaco,1998,102.0451693
Monaco,1997,103.1784396
Monaco,1996,104.6939616
Monaco,1995,101.1867238
Monaco,1994,104.4015955
Monaco,1993,103.5913742
Monaco,1992,104.5061082
Monaco,1991,98.90448107
Monaco,1990,98.22295683
Netherlands,2019,153285.9779
Netherlands,2018,159095.9567
Netherlands,2017,162610.0637
Netherlands,2016,164925.2472
Netherlands,2015,164199.889
Netherlands,2014,157663.2166
Netherlands,2013,164684.5706
Netherlands,2012,164700.4388
Netherlands,2011,168271.3122
Netherlands,2010,181537.5862
Netherlands,2009,169538.5986
Netherlands,2008,174861.9673
Netherlands,2007,171881.079
Netherlands,2006,172098.2748
Netherlands,2005,176922.4495
Netherlands,2004,180896.3269
Netherlands,2003,179009.4257
Netherlands,2002,175571.3208
Netherlands,2001,176210.6158
Netherlands,2000,171085.0166
Netherlands,1999,169936.6641
Netherlands,1998,175462.9524
Netherlands,1997,174493.9968
Netherlands,1996,181452.8635
Netherlands,1995,172300.3698
Netherlands,1994,170787.8711
Netherlands,1993,170206.0512
Netherlands,1992,170015.1921
Netherlands,1991,170227.3221
Netherlands,1990,161806.9171
New Zealand,2019,37494.50196
New Zealand,2018,35789.21546
New Zealand,2017,35854.82305
New Zealand,2016,34304.68318
New Zealand,2015,36071.29652
New Zealand,2014,35531.36876
New Zealand,2013,35304.68085
New Zealand,2012,36137.9108
New Zealand,2011,34497.00431
New Zealand,2010,35031.26648
New Zealand,2009,34882.46005
New Zealand,2008,37713.28334
New Zealand,2007,36657.30267
New Zealand,2006,37543.42475
New Zealand,2005,37553.45396
New Zealand,2004,35953.30448
New Zealand,2003,36300.94973
New Zealand,2002,34659.5186
New Zealand,2001,34490.00455
New Zealand,2000,32339.41873
New Zealand,1999,31537.74368
New Zealand,1998,29930.57775
New Zealand,1997,31326.23569
New Zealand,1996,29377.31142
New Zealand,1995,28148.84818
New Zealand,1994,28027.52394
New Zealand,1993,27862.72538
New Zealand,1992,28274.93812
New Zealand,1991,26332.76974
New Zealand,1990,25649.30911
Norway,2019,42218.27154
Norway,2018,43883.50638
Norway,2017,43631.2362
Norway,2016,44435.16797
Norway,2015,45372.29807
Norway,2014,45000.97004
Norway,2013,45042.12739
Norway,2012,45031.7259
Norway,2011,45526.20044
Norway,2010,46202.81326
Norway,2009,43794.77479
Norway,2008,45294.70404
Norway,2007,46148.74773
Norway,2006,44422.17973
Norway,2005,43853.07149
Norway,2004,44634.91875
Norway,2003,44312.87074
Norway,2002,42991.66209
Norway,2001,43873.6839
Norway,2000,42536.63112
Norway,1999,42984.71096
Norway,1998,42225.9768
Norway,1997,41999.34322
Norway,1996,41838.33584
Norway,1995,38702.73386
Norway,1994,38092.98098
Norway,1993,36210.87067
Norway,1992,34704.38983
Norway,1991,33802.8602
Norway,1990,35332.18764
Poland,2019,319520.9746
Poland,2018,336992.3112
Poland,2017,337682.8445
Poland,2016,324341.6904
Poland,2015,313419.0834
Poland,2014,310280.0903
Poland,2013,322614.4148
Poland,2012,326702.1349
Poland,2011,334305.815
Poland,2010,334887.5204
Poland,2009,316840.2797
Poland,2008,330453.9842
Poland,2007,336705.5915
Poland,2006,337289.6418
Poland,2005,323384.8191
Poland,2004,324413.2204
Poland,2003,319597.675
Poland,2002,306583.8282
Poland,2001,313822.6733
Poland,2000,317691.5677
Poland,1999,329535.9256
Poland,1998,339346.4639
Poland,1997,367508.3218
Poland,1996,377563.4419
Poland,1995,362877.0907
Poland,1994,360510.921
Poland,1993,365441.7303
Poland,1992,364740.6563
Poland,1991,373827.9194
Poland,1990,376807.7993
Portugal,2019,47629.08358
Portugal,2018,51492.41385
Portugal,2017,55230.71574
Portugal,2016,50458.26499
Portugal,2015,52289.89151
Portugal,2014,47961.89485
Portugal,2013,48181.54103
Portugal,2012,49979.32138
Portugal,2011,51814.66727
Portugal,2010,53016.77783
Portugal,2009,57223.56514
Portugal,2008,60122.80114
Portugal,2007,62447.18107
Portugal,2006,64926.55481
Portugal,2005,69713.15556
Portugal,2004,67494.68858
Portugal,2003,64654.42022
Portugal,2002,69748.70302
Portugal,2001,65264.09731
Portugal,2000,65697.81983
Portugal,1999,66906.35211
Portugal,1998,59267.63639
Portugal,1997,54711.15169
Portugal,1996,51837.53352
Portugal,1995,54543.42132
Portugal,1994,50276.50518
Portugal,1993,49496.39049
Portugal,1992,50981.72491
Portugal,1991,47152.07829
Portugal,1990,45333.91208
Romania,2019,74846.26978
Romania,2018,77608.82873
Romania,2017,77203.11294
Romania,2016,74152.24956
Romania,2015,76361.51485
Romania,2014,75594.47546
Romania,2013,74749.87714
Romania,2012,83882.25471
Romania,2011,86047.4559
Romania,2010,77943.42934
Romania,2009,81554.21521
Romania,2008,98580.32347
Romania,2007,101360.3318
Romania,2006,103193.1784
Romania,2005,100259.175
Romania,2004,101764.8472
Romania,2003,102508.8297
Romania,2002,98049.94165
Romania,2001,97848.98989
Romania,2000,92364.22223
Romania,1999,88097.88432
Romania,1998,104073.4572
Romania,1997,116666.9421
Romania,1996,127571.7333
Romania,1995,124257.3133
Romania,1994,119141.5345
Romania,1993,121018.2292
Romania,1992,130235.0473
Romania,1991,140203.7812
Romania,1990,170879.9956
Russian Federation,2019,1679449.327
Russian Federation,2018,1691646.718
Russian Federation,2017,1646456.968
Russian Federation,2016,1618598.94
Russian Federation,2015,1623099.849
Russian Federation,2014,1622588.593
Russian Federation,2013,1619419.684
Russian Federation,2012,1680104.359
Russian Federation,2011,1665206.778
Russian Federation,2010,1613113.034
Russian Federation,2009,1528961.075
Russian Federation,2008,1636923.059
Russian Federation,2007,1604549.406
Russian Federation,2006,1606541.855
Russian Federation,2005,1547599.053
Russian Federation,2004,1530694.319
Russian Federation,2003,1525606.991
Russian Federation,2002,1495693.637
